RepRapFirmware height map file v2 generated at 2021-09-24 09:34, min error -0.482, max error 0.185, mean -0.062, deviation 0.149
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,-120.00,120.10,-120.00,120.10,140.00,30.00,30.00,9,9
      0,      0, -0.271, -0.316, -0.144, -0.268, -0.230,      0,      0
      0, -0.229, -0.271, -0.315, -0.316, -0.103, -0.106, -0.021,      0
  0.107, -0.269, -0.064, -0.065, -0.105, -0.105, -0.065, -0.018, -0.019
  0.105,  0.021, -0.020, -0.064, -0.106, -0.105, -0.104, -0.065, -0.062
  0.061,  0.020, -0.021, -0.064, -0.063, -0.066, -0.021, -0.018, -0.064
  0.062,  0.061,  0.021,  0.018, -0.019, -0.020, -0.021, -0.019, -0.021
 -0.017,  0.022,  0.022,  0.059,  0.058,  0.059,  0.020,  0.022, -0.019
      0, -0.482, -0.438,  0.103,  0.104,  0.103,  0.106,  0.058,      0
      0,      0, -0.440, -0.396,  0.146,  0.185,  0.185,      0,      0
